monster,game,input,value,unit,source
shah-dalamadur,MH4U,enrage_duration,70,seconds,https://kiranico.com/en/mh4u/monster/shah-dalamadur
shah-dalamadur,MH4U,enrage_speed_mult,1,multiplier,https://kiranico.com/en/mh4u/monster/shah-dalamadur
shah-dalamadur,MH4U,hitzone_max_raw,160,hitzone %,https://kiranico.com/en/mh4u/monster/shah-dalamadur
shara-ishvalda,MHWorld,base_hp,5300,HP,https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,enrage_attack_mult,1.2,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,enrage_duration,120,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,enrage_speed_mult,1,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,enrage_trigger,1200,"damage points (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,head_stagger,580,"damage (Part Breakability, exact ""Head"" row)",https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,hitzone_max_raw,75,"raw hitzone % (max sever/blunt/shot over LR/HR Physiology rows, including state-variant parts e.g. ""Head (White)"", excluding Master Rank override rows)",https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,move_power_max,140,motion value (max over Monster Attacks rows; poedb only lists a subset so is not used here),https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,size_base,2910.91,cm (poedb Base; never derived as gold/1.23 — crown thresholds are per-monster),https://mhw.poedb.tw/eng/monster/81/Shara%20Ishvalda
shara-ishvalda,MHWorld,size_gold,3580.42,cm (gold crown threshold),https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,tolerance_paralysis,300,status build-up points,https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,tolerance_poison,250,status build-up points,https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shara-ishvalda,MHWorld,tolerance_stun,200,status build-up points,https://mhworld.kiranico.com/en/monsters/8mvfA/shara-ishvalda
shen-gaoren,MHFU,base_hp,14000,"HP points (raw, min of appear[].health across quests)",https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/stats.json
shen-gaoren,MHFU,enrage_attack_mult,1.5,multiplier (x),https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/stats.json
shen-gaoren,MHFU,head_stagger,400,flinch/stagger damage threshold (raw),https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/basic-parts-duration.json
shen-gaoren,MHFU,hitzone_max_raw,45,"percent (raw hitzone, external non-conditional parts, max of slash/strike/shooting)",https://raw.githubusercontent.com/Kolyn090/mhfu-db/394b2f99a9d56c83153d9dc045e207334bbd1095/Monsters/weapon-effectiveness.json
shogun-ceanataur,MHGU,base_hp,4000,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
shogun-ceanataur,MHRS,base_hp,4000,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
shogun-ceanataur,MHRS,enrage_attack_mult,1.2,multiplier,https://mhrice.info/mhrice.json
shogun-ceanataur,MHRS,enrage_duration,90,seconds,https://mhrice.info/mhrice.json
shogun-ceanataur,MHRS,enrage_speed_mult,1.15,motion-rate multiplier,https://mhrice.info/mhrice.json
shogun-ceanataur,MHRS,enrage_trigger,1150,damage points (High Rank),https://mhrice.info/mhrice.json
shogun-ceanataur,MHGU,head_stagger,170,stagger threshold (raw),https://mhgu.kiranico.com/monster/6bb96
shogun-ceanataur,MHRS,head_stagger,200,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
shogun-ceanataur,MHGU,hitzone_max_raw,50,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/6bb96
shogun-ceanataur,MHRS,hitzone_max_raw,50,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
shogun-ceanataur,MHRS,move_power_max,70,raw damage (max base_damage),https://mhrice.info/mhrice.json
shogun-ceanataur,MHGU,size_base,597.99,cm,https://mhgu.kiranico.com/monster/6bb96
shogun-ceanataur,MHRS,size_base,596.24,cm,https://mhrice.info/mhrice.json
shogun-ceanataur,MHGU,size_gold,735.53,cm,https://mhgu.kiranico.com/monster/6bb96
shogun-ceanataur,MHRS,size_gold,733.3752,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
shogun-ceanataur,MHGU,tolerance_paralysis,125,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
shogun-ceanataur,MHRS,tolerance_paralysis,180,status build-up points,https://mhrice.info/mhrice.json
shogun-ceanataur,MHGU,tolerance_poison,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
shogun-ceanataur,MHRS,tolerance_poison,150,status build-up points,https://mhrice.info/mhrice.json
shogun-ceanataur,MHGU,tolerance_sleep,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
shogun-ceanataur,MHRS,tolerance_sleep,150,status build-up points,https://mhrice.info/mhrice.json
shogun-ceanataur,MHGU,tolerance_stun,120,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
shogun-ceanataur,MHRS,tolerance_stun,120,status build-up points,https://mhrice.info/mhrice.json
shrieking-legiana,MHWorld,base_hp,3000,HP,https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,enrage_attack_mult,1.1,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,enrage_duration,100,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,enrage_speed_mult,1.1,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,enrage_trigger,600,"damage points (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,head_stagger,210,"damage (Part Breakability, exact ""Head"" row)",https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,hitzone_max_raw,70,"raw hitzone % (max sever/blunt/shot over LR/HR Physiology rows, including state-variant parts e.g. ""Head (White)"", excluding Master Rank override rows)",https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,move_power_max,75,motion value (max over Monster Attacks rows; poedb only lists a subset so is not used here),https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,size_base,1831.69,cm (poedb Base; never derived as gold/1.23 — crown thresholds are per-monster),https://mhw.poedb.tw/eng/monster/73/Shrieking%20Legiana
shrieking-legiana,MHWorld,size_gold,2252.98,cm (gold crown threshold),https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,tolerance_paralysis,180,status build-up points,https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,tolerance_poison,80,status build-up points,https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,tolerance_sleep,150,status build-up points,https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrieking-legiana,MHWorld,tolerance_stun,150,status build-up points,https://mhworld.kiranico.com/en/monsters/Dm5tZ/shrieking-legiana
shrouded-nerscylla,MH4U,base_hp,3900,HP,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,enrage_attack_mult,1.4,multiplier,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,enrage_duration,90,seconds,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,enrage_speed_mult,1.1,multiplier,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,head_stagger,100,damage,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,hitzone_max_raw,65,hitzone %,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,size_base,998.8888888888889,cm,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,size_gold,1178.7,cm,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,tolerance_paralysis,110,status build-up points,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,tolerance_poison,180,status build-up points,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,tolerance_sleep,200,status build-up points,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
shrouded-nerscylla,MH4U,tolerance_stun,120,status build-up points,https://kiranico.com/en/mh4u/monster/shrouded-nerscylla
silver-rathalos,MH4U,base_hp,4900,HP,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHGU,base_hp,4900,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
silver-rathalos,MHRS,base_hp,4500,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
silver-rathalos,MH4U,enrage_attack_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHRS,enrage_attack_mult,1.2,multiplier,https://mhrice.info/mhrice.json
silver-rathalos,MH4U,enrage_duration,120,seconds,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHRS,enrage_duration,80,seconds,https://mhrice.info/mhrice.json
silver-rathalos,MH4U,enrage_speed_mult,1.2,multiplier,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHRS,enrage_speed_mult,1.15,motion-rate multiplier,https://mhrice.info/mhrice.json
silver-rathalos,MHRS,enrage_trigger,800,damage points (High Rank),https://mhrice.info/mhrice.json
silver-rathalos,MH4U,head_stagger,200,damage,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHGU,head_stagger,200,stagger threshold (raw),https://mhgu.kiranico.com/monster/06036
silver-rathalos,MHRS,head_stagger,290,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
silver-rathalos,MH4U,hitzone_max_raw,55,hitzone %,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHGU,hitzone_max_raw,55,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/06036
silver-rathalos,MHRS,hitzone_max_raw,70,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
silver-rathalos,MHRS,move_power_max,200,raw damage (max base_damage),https://mhrice.info/mhrice.json
silver-rathalos,MH4U,size_base,1844.4444444444443,cm,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHGU,size_base,1711.3,cm,https://mhgu.kiranico.com/monster/06036
silver-rathalos,MHRS,size_base,1704.22,cm,https://mhrice.info/mhrice.json
silver-rathalos,MH4U,size_gold,2104.9,cm,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHGU,size_gold,2104.9,cm,https://mhgu.kiranico.com/monster/06036
silver-rathalos,MHRS,size_gold,2096.1906,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
silver-rathalos,MH4U,tolerance_paralysis,180,status build-up points,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHGU,tolerance_paralysis,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
silver-rathalos,MHRS,tolerance_paralysis,180,status build-up points,https://mhrice.info/mhrice.json
silver-rathalos,MH4U,tolerance_poison,180,status build-up points,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHGU,tolerance_poison,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
silver-rathalos,MHRS,tolerance_poison,250,status build-up points,https://mhrice.info/mhrice.json
silver-rathalos,MH4U,tolerance_sleep,180,status build-up points,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHGU,tolerance_sleep,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
silver-rathalos,MHRS,tolerance_sleep,150,status build-up points,https://mhrice.info/mhrice.json
silver-rathalos,MH4U,tolerance_stun,100,status build-up points,https://kiranico.com/en/mh4u/monster/silver-rathalos
silver-rathalos,MHGU,tolerance_stun,100,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
silver-rathalos,MHRS,tolerance_stun,200,status build-up points,https://mhrice.info/mhrice.json
silverwind-nargacuga,MHGU,base_hp,5000,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
silverwind-nargacuga,MHGU,head_stagger,200,stagger threshold (raw),https://mhgu.kiranico.com/monster/63506
silverwind-nargacuga,MHGU,hitzone_max_raw,60,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/63506
silverwind-nargacuga,MHGU,size_base,1702.33,cm,https://mhgu.kiranico.com/monster/63506
silverwind-nargacuga,MHGU,size_gold,2093.87,cm,https://mhgu.kiranico.com/monster/63506
silverwind-nargacuga,MHGU,tolerance_paralysis,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
silverwind-nargacuga,MHGU,tolerance_poison,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
silverwind-nargacuga,MHGU,tolerance_sleep,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
silverwind-nargacuga,MHGU,tolerance_stun,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
snowbaron-lagombi,MHGU,base_hp,4500,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
snowbaron-lagombi,MHGU,head_stagger,300,stagger threshold (raw),https://mhgu.kiranico.com/monster/6db86
snowbaron-lagombi,MHGU,hitzone_max_raw,45,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/6db86
snowbaron-lagombi,MHGU,size_base,639.49,cm,https://mhgu.kiranico.com/monster/6db86
snowbaron-lagombi,MHGU,size_gold,786.57,cm,https://mhgu.kiranico.com/monster/6db86
snowbaron-lagombi,MHGU,tolerance_paralysis,100,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
snowbaron-lagombi,MHGU,tolerance_poison,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
snowbaron-lagombi,MHGU,tolerance_sleep,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
snowbaron-lagombi,MHGU,tolerance_stun,100,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
somnacanth,MHRS,base_hp,4500,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
somnacanth,MHRS,enrage_attack_mult,1.1,multiplier,https://mhrice.info/mhrice.json
somnacanth,MHRS,enrage_duration,90,seconds,https://mhrice.info/mhrice.json
somnacanth,MHRS,enrage_speed_mult,1.1,motion-rate multiplier,https://mhrice.info/mhrice.json
somnacanth,MHRS,enrage_trigger,1250,damage points (High Rank),https://mhrice.info/mhrice.json
somnacanth,MHRS,head_stagger,200,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
somnacanth,MHRS,hitzone_max_raw,70,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
somnacanth,MHRS,move_power_max,80,raw damage (max base_damage),https://mhrice.info/mhrice.json
somnacanth,MHRS,size_base,1545,cm,https://mhrice.info/mhrice.json
somnacanth,MHRS,size_gold,1900.35,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
somnacanth,MHRS,tolerance_paralysis,180,status build-up points,https://mhrice.info/mhrice.json
somnacanth,MHRS,tolerance_poison,150,status build-up points,https://mhrice.info/mhrice.json
somnacanth,MHRS,tolerance_sleep,250,status build-up points,https://mhrice.info/mhrice.json
somnacanth,MHRS,tolerance_stun,120,status build-up points,https://mhrice.info/mhrice.json
soulseer-mizutsune,MHGU,base_hp,5200,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
soulseer-mizutsune,MHGU,head_stagger,300,stagger threshold (raw),https://mhgu.kiranico.com/monster/6bbe8
soulseer-mizutsune,MHGU,hitzone_max_raw,52,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/6bbe8
soulseer-mizutsune,MHGU,size_base,2428.5,cm,https://mhgu.kiranico.com/monster/6bbe8
soulseer-mizutsune,MHGU,size_gold,2768.49,cm,https://mhgu.kiranico.com/monster/6bbe8
soulseer-mizutsune,MHGU,tolerance_paralysis,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
soulseer-mizutsune,MHGU,tolerance_poison,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
soulseer-mizutsune,MHGU,tolerance_sleep,180,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
soulseer-mizutsune,MHGU,tolerance_stun,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
steel-uragaan,MH3U,enrage_attack_mult,1.3,multiplier,http://mh3g.org/book/uragankin-b.html
steel-uragaan,MH3U,enrage_duration,90,seconds,http://mh3g.org/book/uragankin-b.html
steel-uragaan,MH3U,enrage_speed_mult,1.1,multiplier,http://mh3g.org/book/uragankin-b.html
steel-uragaan,MH3U,head_stagger,280,damage points (village-quest base),http://mh3g.org/book/uragankin-b.html
steel-uragaan,MH3U,hitzone_max_raw,55,"raw hitzone % (max of cut/impact/shot, sentinels excluded)",https://raw.githubusercontent.com/dbooga/MonsterHunter3UDatabase/master/MonsterHunter3UDatabase/assets/mh3u.sqlite
steel-uragaan,MH3U,size_base,2090.3,cm,https://monsterhunterwiki.org/wiki/Steel_Uragaan_(MH3U)
steel-uragaan,MH3U,size_gold,2571.06,cm,https://monsterhunterwiki.org/wiki/Steel_Uragaan_(MH3U)
steel-uragaan,MH3U,tolerance_paralysis,250,status build-up points (village base),http://mh3g.trigwiki.jp/data/922.html
steel-uragaan,MH3U,tolerance_poison,150,status build-up points (village base),http://mh3g.trigwiki.jp/data/922.html
steel-uragaan,MH3U,tolerance_sleep,250,status build-up points (village base),http://mh3g.trigwiki.jp/data/922.html
steel-uragaan,MH3U,tolerance_stun,180,status build-up points (village base),http://mh3g.trigwiki.jp/data/922.html
stonefist-hermitaur,MHGU,base_hp,5500,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
stonefist-hermitaur,MHGU,head_stagger,170,stagger threshold (raw),https://mhgu.kiranico.com/monster/67db6
stonefist-hermitaur,MHGU,hitzone_max_raw,55,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/67db6
stonefist-hermitaur,MHGU,size_base,1494.73,cm,https://mhgu.kiranico.com/monster/67db6
stonefist-hermitaur,MHGU,size_gold,1778.73,cm,https://mhgu.kiranico.com/monster/67db6
stonefist-hermitaur,MHGU,tolerance_paralysis,125,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
stonefist-hermitaur,MHGU,tolerance_poison,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
stonefist-hermitaur,MHGU,tolerance_sleep,150,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
stonefist-hermitaur,MHGU,tolerance_stun,120,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
stygian-zinogre,MH4U,base_hp,5100,HP,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,base_hp,3000,HP,https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MH4U,enrage_attack_mult,1.3,multiplier,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,enrage_attack_mult,1.15,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MH4U,enrage_duration,100,seconds,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,enrage_duration,135,"seconds (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MH4U,enrage_speed_mult,1.1,multiplier,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,enrage_speed_mult,1.05,"multiplier (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MHWorld,enrage_trigger,200,"damage points (Low Rank/High Rank column, not Master Rank)",https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MH4U,head_stagger,260,damage,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,head_stagger,300,"damage (Part Breakability, exact ""Head"" row)",https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MH4U,hitzone_max_raw,63,hitzone %,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,hitzone_max_raw,55,"raw hitzone % (max sever/blunt/shot over LR/HR Physiology rows, including state-variant parts e.g. ""Head (White)"", excluding Master Rank override rows)",https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MHWorld,move_power_max,70,motion value (max over Monster Attacks rows; poedb only lists a subset so is not used here),https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MH4U,size_base,1568.5555555555557,cm,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,size_base,1743.49,cm (poedb Base; never derived as gold/1.23 — crown thresholds are per-monster),https://mhw.poedb.tw/eng/monster/95/Stygian%20Zinogre
stygian-zinogre,MH4U,size_gold,1790.1,cm,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,size_gold,2144.49,cm (gold crown threshold),https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MH4U,tolerance_paralysis,180,status build-up points,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,tolerance_paralysis,180,status build-up points,https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MH4U,tolerance_poison,180,status build-up points,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,tolerance_poison,150,status build-up points,https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MH4U,tolerance_sleep,180,status build-up points,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,tolerance_sleep,150,status build-up points,https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
stygian-zinogre,MH4U,tolerance_stun,150,status build-up points,https://kiranico.com/en/mh4u/monster/stygian-zinogre
stygian-zinogre,MHWorld,tolerance_stun,150,status build-up points,https://mhworld.kiranico.com/en/monsters/vmKTW/stygian-zinogre
teostra,MH4U,base_hp,5300,HP,https://kiranico.com/en/mh4u/monster/teostra
teostra,MHGU,base_hp,5300,HP,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
teostra,MHRS,base_hp,4300,"HP (base_hp_vital, LR/HR)",https://mhrice.info/mhrice.json
teostra,MH4U,enrage_attack_mult,1.2,multiplier,https://kiranico.com/en/mh4u/monster/teostra
teostra,MHRS,enrage_attack_mult,1.15,multiplier,https://mhrice.info/mhrice.json
teostra,MH4U,enrage_duration,100,seconds,https://kiranico.com/en/mh4u/monster/teostra
teostra,MHRS,enrage_duration,120,seconds,https://mhrice.info/mhrice.json
teostra,MH4U,enrage_speed_mult,1.2,multiplier,https://kiranico.com/en/mh4u/monster/teostra
teostra,MHRS,enrage_speed_mult,1.1,motion-rate multiplier,https://mhrice.info/mhrice.json
teostra,MHRS,enrage_trigger,1000,damage points (High Rank),https://mhrice.info/mhrice.json
teostra,MH4U,head_stagger,320,damage,https://kiranico.com/en/mh4u/monster/teostra
teostra,MHGU,head_stagger,320,stagger threshold (raw),https://mhgu.kiranico.com/monster/65a76
teostra,MHRS,head_stagger,280,"part vital (flinch value, LR/HR)",https://mhrice.info/mhrice.json
teostra,MH4U,hitzone_max_raw,60,hitzone %,https://kiranico.com/en/mh4u/monster/teostra
teostra,MHGU,hitzone_max_raw,65,raw hitzone percent (max over all Kiranico GU states),https://mhgu.kiranico.com/monster/65a76
teostra,MHRS,hitzone_max_raw,55,hitzone percent (max over all parts and phases),https://mhrice.info/mhrice.json
teostra,MHRS,move_power_max,65,raw damage (max base_damage),https://mhrice.info/mhrice.json
teostra,MH4U,size_base,1739.7777777777776,cm,https://kiranico.com/en/mh4u/monster/teostra
teostra,MHGU,size_base,1739.8,cm,https://mhgu.kiranico.com/monster/65a76
teostra,MHRS,size_base,1790.15,cm,https://mhrice.info/mhrice.json
teostra,MH4U,size_gold,2140,cm,https://kiranico.com/en/mh4u/monster/teostra
teostra,MHGU,size_gold,2139.95,cm,https://mhgu.kiranico.com/monster/65a76
teostra,MHRS,size_gold,2201.8845,cm (base_size * king_boarder),https://mhrice.info/mhrice.json
teostra,MH4U,tolerance_paralysis,200,status build-up points,https://kiranico.com/en/mh4u/monster/teostra
teostra,MHGU,tolerance_paralysis,200,status build-up points,https://raw.githubusercontent.com/gatheringhallstudios/MHGenDatabase/master/app/src/main/assets/databases/mhgu.db.zip
